user_snippet,x-axis__sum_values,x-axis__median,x-axis__mean,x-axis__length,x-axis__standard_deviation,x-axis__variance,x-axis__root_mean_square,x-axis__maximum,x-axis__absolute_maximum,x-axis__minimum,y-axis__sum_values,y-axis__median,y-axis__mean,y-axis__length,y-axis__standard_deviation,y-axis__variance,y-axis__root_mean_square,y-axis__maximum,y-axis__absolute_maximum,y-axis__minimum,z-axis__sum_values,z-axis__median,z-axis__mean,z-axis__length,z-axis__standard_deviation,z-axis__variance,z-axis__root_mean_square,z-axis__maximum,z-axis__absolute_maximum,z-axis__minimum,x-axis__fft_peak,x-axis__hjorth_mobility,x-axis__hjorth_complexity,x-axis__rolling_mean,x-axis__rolling_std,x-axis__zero_crossing_rate,x-axis__spectral_energy,x-axis__spectral_entropy,x-axis__iqr,x-axis__coeff_var,x-axis__energy,x-axis_MAD,x-axis_range,x-axis_kurtosis,x-axis_skewness,y-axis__fft_peak,y-axis__hjorth_mobility,y-axis__hjorth_complexity,y-axis__rolling_mean,y-axis__rolling_std,y-axis__zero_crossing_rate,y-axis__spectral_energy,y-axis__spectral_entropy,y-axis__iqr,y-axis__coeff_var,y-axis__energy,y-axis_MAD,y-axis_range,y-axis_kurtosis,y-axis_skewness,z-axis__fft_peak,z-axis__hjorth_mobility,z-axis__hjorth_complexity,z-axis__rolling_mean,z-axis__rolling_std,z-axis__zero_crossing_rate,z-axis__spectral_energy,z-axis__spectral_entropy,z-axis__iqr,z-axis__coeff_var,z-axis__energy,z-axis_MAD,z-axis_range,z-axis_kurtosis,z-axis_skewness,sma,corr_xy,corr_xz,corr_yz,jerk_x_std,jerk_y_std,jerk_z_std
8054_0,880.46,8.560000000000000,8.8046,100.0,5.146707572808080,26.48859884,10.198508714513100,19.53,19.53,-1.04,517.84,4.615,5.1784,100.0,3.8064767751820100,14.489265440000000,6.426903764644370,17.24,17.24,-2.49,-6.605867290000000,-0.7627395,-0.0660586729,100.0,3.058799273179340,9.356252993602480,3.05951250068827,9.615966,9.615966,-9.152874,880.46,1.114718173075780,1.390311309650540,9.001943333333330,4.094726371288250,0.09,2398.4455329949300,4.271407500535350,6.8425,0.5845475743143440,10400.958,4.134276,20.57,-0.5455704791991160,0.1378330582723530,517.8400000000000,1.1394948979215500,1.1938310999637100,5.086561666666670,3.3646553938164000,0.1,1242.9607550734300,3.9007293482828300,3.9225000000000000,0.7350681243592630,4130.5092000000000,2.903008,19.730000000000000,0.5197937670941220,0.7187874056394160,89.32389040018520,1.5619853861461200,1.1552033703142800,-0.042817818333333200,2.7759775510377600,0.48,878.6037001374020,4.63737787010032,2.863678075,-46.304279800016100,936.0616741867790,2.23945761032,18.76884,1.6379042855286500,0.8046164195531090,16.4478693449,-0.20114252838015800,0.07887454564827160,-0.20425285186340100,0.1153203081158400,0.08718622738183500,0.09603738614210550
8054_1,552.8800000000000,5.52,5.528800000000000,100.0,0.0391734604036966,0.0015345599999999,5.528938777016800,5.63,5.63,5.43,251.05000000000000,2.53,2.5105000000000000,100.0,0.0283328431330142,0.0008027499999999,2.510659873419740,2.56,2.56,2.45,823.6700000000000,8.24,8.2367,100.0,0.0374447593128866,0.00140211,8.236785113137290,8.31,8.31,8.12,552.8800000000000,1.194991808235340,1.297954048275970,5.527768333333330,0.03434387634687280,0.0,0.13386355430299600,4.919868295706630,0.040000000000000000,0.007085345898512630,3056.916400000000,0.03043999999999960,0.20000000000000000,0.1526440813051370,0.024056682121236000,251.05,1.1999377124912000,1.3909437993472500,2.5109666666666700,0.024645267460999700,0.0,0.07768492325120190,5.212091935444460,0.03999999999999960,0.011285737157145700,630.3413,0.025259999999999800,0.11000000000000000,-0.47500742203032100,-0.3963319893717120,823.6700000000000,1.19189001475647,1.318328956597380,8.236233333333330,0.03273000391748560,0.0,0.12683026899909000,5.127562908277880,0.05000000000000070,0.004546087548761840,6784.462900000000,0.02755399999999990,0.19000000000000100,0.579993420450692,-0.3469065552870370,16.276,0.2735392635152150,-0.2249460206173730,-0.052171872555107700,0.0009409544982726860,0.0006833779390728560,0.0008970970880508160
8054_2,848.84,8.045,8.4884,100.0,4.789061853849880,22.935113440000000,9.74618120086016,19.57,19.57,-1.5,528.3300000000000,4.805,5.2833,100.0,3.656953391827680,13.373308110000000,6.42546239581246,14.29,14.29,-2.79,-7.995143742000000,-0.21111539,-0.0799514374199999,100.0,3.1788909309858600,10.105347551104100,3.1798961906719,9.656827,9.656827,-7.014479,848.84,1.1400337058315500,1.3295661930959300,8.467236666666670,3.960066190280470,0.08,2101.5017899042600,4.401965495103230,4.697500000000000,0.5641889936678140,9498.8048,3.5461440000000000,21.07,0.22526195618508700,0.28188047767829000,528.33,1.0610940773735700,1.3279193001896800,5.147823333333330,3.147907462702970,0.1,1218.61088993383,3.5634036900897600,3.7025000000000000,0.6921722014323780,4128.6567,2.746892000000000,17.08,0.10658197671919800,0.24711876447991500,88.4545123467353,1.5489596650198500,1.1336096943430500,-0.0030554944533332200,3.0469757278035600,0.51,1073.7284216101900,4.393595506607810,3.4834039500000000,-39.76027240494180,1011.1739783449700,2.3704907725864,16.671306,0.5349355478952550,0.44605425877738400,16.520804108460000,-0.28554321695739000,-0.041315330563421500,-0.2937975466613260,0.10974386556421600,0.07799833976450910,0.09897558196829490
8054_3,100.93,0.99,1.0093,100.0,0.0445253860174171,0.00198251,1.0102816438993600,1.12,1.12,0.89,992.36,9.92,9.9236,100.0,0.020372530525195,0.00041504,9.92362091174386,10.0,10.0,9.89,29.77,0.31,0.2977,100.0,0.0320579163390261,0.00102771,0.299421108140358,0.34,0.34,0.19,100.93,1.2255837283229600,1.2966137837760900,1.0089166666666700,0.04069584454186720,0.0,0.16421471052933600,4.865110716805810,0.050000000000000000,0.04411511544378990,102.0669,0.038458000000000000,0.2300000000000000,-0.38053454800554700,0.015108003126825100,992.3600000000000,1.4716791216711200,1.1929987136673900,9.923648333333340,0.01818872481336780,0.0,0.04084344830154830,5.204185138355760,0.0,0.0020529374949811700,9847.8252,0.013176000000000400,0.10999999999999900,1.4970247454387800,0.897757465233344,29.770000000000000,1.39758213891414,1.2214677902185900,0.29851333333333300,0.030079118933125600,0.0,0.09686681955509570,4.92726300053173,0.04000000000000000,0.10768530849521700,8.9653,0.02689800000000000,0.15000000000000000,0.21989642912233000,-0.676454526760157,11.230600000000000,0.002778099973109510,0.18802835467943800,0.21785302168977800,0.0010968897044703700,0.0006026571100439350,0.0009005842178698090
8054_4,845.5200000000000,7.97,8.455200000000000,100.0,4.858636121382210,23.60634496,9.751756354626590,19.57,19.57,-2.45,523.3200000000000,4.77,5.233200000000000,100.0,3.628599421264350,13.16673376,6.36813285037302,15.51,15.51,-2.83,1.757023790000000,-0.4835223400000000,0.0175702378999999,100.0,3.475728186888290,12.080686429129700,3.4757725964725600,10.310603,10.310603,-9.956474,845.52,1.1455711440603200,1.3901471700793100,8.343250000000000,3.846693138756090,0.1,2210.962983304220,4.287386874735680,4.210000000000000,0.5746329029925030,9509.6752,3.5739200000000000,22.02,0.20205915545195000,0.08000177892095180,523.3200000000000,1.1371941801452400,1.2710818928011100,5.188096666666670,3.1228551898168900,0.1,1260.3950122539800,4.016148285360970,3.5200000000000000,0.6933806124865000,4055.3116,2.692112,18.34,0.6706103345086470,0.629404601578473,88.96101719015910,1.6348018873868800,1.1009370974874100,0.022257907193333300,3.1124642840755200,0.44,878.3918109954390,4.855650349914290,3.1939715250000000,197.8190737467640,1208.0995142389600,2.468617183048,20.267077,1.4312513917579200,0.6236323653346370,16.5327087545,-0.1670110751601790,-0.04732339854170790,-0.23702157855290600,0.11187903283439800,0.08294418759189860,0.11421504755476200
8054_5,600.28,5.09,6.0028,100.0,4.810119765660730,23.13725216,7.692259746004420,18.43,18.43,-2.49,858.8600000000000,7.59,8.5886,100.0,3.761375551576840,14.14794604,9.376139717389030,19.34,19.34,2.79,70.17203112000000,-0.6946377,0.7017203112000000,100.0,4.4085695292502400,19.435485294233700,4.464067281010040,13.484144,13.484144,-5.8976107,600.28,1.1140087344025100,1.39581921268801,5.830456666666670,4.249168870835930,0.12,2296.398294624530,4.194801115823610,6.570000000000000,0.8013126816919980,5917.086,3.8980480000000000,20.92,-0.25130053143225000,0.5274185110825680,858.86,1.3112532970701400,1.1967622825412600,8.511865,3.558331092162560,0.0,1717.1131421045000,4.470011520990130,5.237500000000000,0.43794978827478800,8791.1996,3.0636360000000000,16.55,-0.09123792888020080,0.781832545296644,100.37042726711200,1.343546616697270,1.2212010852316800,0.6391983763083340,4.014335718828680,0.39,2020.5515311235200,4.8453541343223500,6.204068375,6.282516636451960,1992.7896689384400,3.6356086180880000,19.381754700000000,-0.06001636841514960,0.8321683928771990,18.3346540564,0.12825201141044100,0.4727734142591370,-0.05311463763279530,0.10771018163684400,0.09913908868974970,0.1190591610743920
8054_6,544.7700000000000,5.43,5.447700000000000,100.0,0.05120263665086,0.0026217099999999,5.447940620087560,5.56,5.56,5.28,256.25,2.56,2.5625,100.0,0.0302448342696732,0.00091475,2.562678481589140,2.64,2.64,2.45,825.3200000000000,8.24,8.253200000000000,100.0,0.0321521383425737,0.0010337599999999,8.253262627591590,8.31,8.31,8.16,544.77,0.9172231117056950,1.7477230614414900,5.446528333333330,0.03684063630892370,0.0,0.31331338464567200,4.313129589437230,0.07000000000000030,0.009398945729548260,2968.0057000000000,0.04313199999999980,0.27999999999999900,0.1401303859527950,0.0607274973556591,256.25,1.2339862459550900,1.3243403847442900,2.5621000000000000,0.02605250109796520,0.0,0.06578850539695790,5.093200083809410,0.01750000000000010,0.011802862154018800,656.7321,0.021150000000000000,0.19000000000000000,1.3644381978537500,-0.013960946576078700,825.3200000000000,1.290584766239120,1.3350959907858700,8.252811666666670,0.0281976681691847,0.0,0.09444682774156450,5.098212213025820,0.03999999999999920,0.0038957178237015600,6811.6344,0.02731199999999950,0.15000000000000000,-0.3637214090922260,-0.2249520190929130,16.2634,0.13027767790578800,-0.2530805533782520,0.051417260452298900,0.0009440159996153920,0.0007501943427422420,0.0008340816964172860
8054_7,859.07,8.28,8.5907,100.0,4.385385788046480,19.23160851,9.645296003752300,19.57,19.57,-0.69,484.3200000000000,4.33,4.8432,100.0,3.4733873610641200,12.064419760000000,5.959950167576910,15.09,15.09,-2.96,11.509193360000000,-0.36093922,0.1150919336000000,100.0,3.145673717013320,9.895263133908420,3.147778468553370,10.760075,10.760075,-8.308413,859.07,1.1072482059827600,1.3711766836141200,8.502656666666670,3.3822871241656600,0.08,1776.3607954719500,4.599269425596090,4.8775,0.5104806113642050,9303.173500000000,3.2693700000000000,20.26,0.2703518646938720,0.2849141926656540,484.32,1.1329030542436000,1.2322209829649400,4.788606666666670,2.941386270082050,0.12,978.2607578239000,3.9620958635749300,3.4800000000000000,0.7171678561827150,3552.1006000000000,2.516776,18.05,1.236210614696700,0.6751441403728920,85.30078842984660,1.427044088038110,1.1836888664827300,0.1299608117000000,2.521773400085780,0.3,1029.863480962250,4.811249604243080,2.62532199,27.331834809084500,990.8509287088210,2.168754338792,19.068488000000000,2.7816003164339300,1.1161394456015400,15.841334113400000,-0.2592555815902200,0.059496395615475900,-0.08745022811793990,0.09760342832866070,0.07909669315898650,0.0902325955703249
8054_8,889.5700000000000,8.35,8.8957,100.0,4.7035234144203,22.12313251,10.062634396618000,19.57,19.57,-0.15,489.55,4.86,4.8955,100.0,3.737345414863340,13.96775075,6.159031660902550,13.67,13.67,-4.79,2.628727992000000,-0.27240697,0.0262872799199999,100.0,2.544299388501090,6.473459378327010,2.544435182788630,9.112013,9.112013,-4.5900574,889.5700000000000,1.0457886907847000,1.3703331968116300,8.784773333333330,3.5865779419796800,0.04,2327.8263867043300,4.490312616922010,5.512500000000000,0.5287412361500840,10125.661100000000,3.646184000000000,19.72,-0.1082621592523830,0.2581155939769800,489.55,1.1726654134976100,1.2205989345292700,4.85545,3.058062066185000,0.1,1257.7432932855100,4.341669438965380,3.0550000000000000,0.7634246583318020,3793.3671000000000,2.6376100000000000,18.46,0.41883775294483000,0.1869900715471790,68.07448297015560,1.156984072228350,1.3698781552879600,0.015048223730000000,2.026446382561100,0.28,655.4291471281480,4.679180904903150,2.2269268325000000,96.78823355798500,647.4150399412600,1.8320974952592000,13.7020704,2.2469530195615900,1.1988465253932900,16.002262802480000,-0.3073549756987860,0.29658664461192800,-0.2617261685342530,0.09887343352774570,0.08809466363082700,0.05917087194742520
8054_9,864.13,8.08,8.6413,100.0,4.477808092136150,20.05076531,9.732565489119500,19.57,19.57,-1.8,483.6700000000000,4.48,4.8367,100.0,3.469281209415,12.035912110000000,5.952275111249480,13.48,13.48,-5.13,-36.48891174,-0.36093922,-0.3648891174000000,100.0,2.7075896637017100,7.331041786984360,2.732066224486760,10.882658,10.882658,-7.1234417,864.13,1.1099855269919500,1.3501019694478400,8.618480000000000,3.3863393513211300,0.08,1914.351956002230,4.568723060083030,3.097500000000000,0.518186857548766,9472.2831,3.1277860000000000,21.37,0.7287852496953620,0.20439577564897600,483.67,1.108510617167630,1.2783443885472100,4.888095,2.8236924715169000,0.1,1192.3261032964800,4.14481070151904,2.8575,0.7172826946916280,3542.9579000000000,2.4653040000000000,18.61,1.0322762511772400,-0.00040872255488766200,65.27852825683550,1.5038897039538700,1.1714170869058200,-0.38519251799,2.324474267005880,0.38,968.9206726268960,4.711436209165290,2.669588205,-7.420308073297760,746.4185854981320,1.9181535662000000,18.0060997,3.0782797872352500,0.8762952017471090,15.97996647104,-0.33019110696375000,-0.028202489342028100,-0.2174980637819750,0.09990682969104980,0.07730213365335060,0.08184858678046530
